id,name,location
260,های پوینت,""
261,بیلینگز,""
262,گرین‌بی,""
263,وست جردن,""
264,ریچموند,""
265,موریتا,""
266,بربنک,""
267,پالم بی,""
268,اورت,""
269,Flint,""
270,آنتیوچ,""
271,اری,""
272,ساوث بند,""
273,دیلی سیتی,""
274,سنتنیال,""
275,تموکولا,""
